venue_region,season,bowler,balls,runs_conceded,wickets,dot_balls,innings_bowled,overs,economy,bowling_strike_rate,dot_ball_pct,runs_per_wicket
India,All Time,D Jansen,24,53,1,6,1,4.0,13.25,24.0,25.0,53.0
India,All Time,D Kalyankrishna,48,88,2,10,3,8.0,11.0,24.0,20.83,44.0
India,All Time,D Pretorius,138,225,7,38,6,23.0,9.78,19.71,27.54,32.14
India,All Time,D Salunkhe,47,80,1,13,5,7.83,10.22,47.0,27.66,80.0
India,All Time,D Wiese,296,447,17,82,15,49.33,9.06,17.41,27.7,26.29
India,All Time,DAJ Bracewell,24,32,3,10,1,4.0,8.0,8.0,41.67,10.67
India,All Time,DB Ravi Teja,18,28,1,4,2,3.0,9.33,18.0,22.22,28.0
India,All Time,DE Bollinger,576,716,43,254,27,96.0,7.46,13.4,44.1,16.65
India,All Time,DG Nalkande,84,150,6,22,6,14.0,10.71,14.0,26.19,25.0
India,All Time,DJ Bravo,2619,3750,171,814,132,436.5,8.59,15.32,31.08,21.93
India,All Time,DJ Harris,18,26,0,4,2,3.0,8.67,0.0,22.22,0.0
India,All Time,DJ Hooda,361,503,10,99,32,60.17,8.36,36.1,27.42,50.3
India,All Time,DJ Hussey,293,451,9,79,23,48.83,9.24,32.56,26.96,50.11
India,All Time,DJ Mitchell,42,77,1,5,3,7.0,11.0,42.0,11.9,77.0
India,All Time,DJ Muthuswami,84,108,4,44,6,14.0,7.71,21.0,52.38,27.0
India,All Time,DJ Thornely,42,40,3,19,4,7.0,5.71,14.0,45.24,13.33
India,All Time,DJ Willey,216,277,7,79,11,36.0,7.69,30.86,36.57,39.57
India,All Time,DJG Sammy,182,259,11,58,15,30.33,8.54,16.55,31.87,23.55
India,All Time,DJM Short,18,23,1,7,2,3.0,7.67,18.0,38.89,23.0
India,All Time,DL Chahar,1423,1961,72,635,73,237.17,8.27,19.76,44.62,27.24
India,All Time,DL Vettori,638,708,24,222,27,106.33,6.66,26.58,34.8,29.5
India,All Time,DNT Zoysa,66,100,2,24,3,11.0,9.09,33.0,36.36,50.0
India,All Time,DP Nannes,349,431,18,150,16,58.17,7.41,19.39,42.98,23.94
India,All Time,DP Vijaykumar,152,205,4,63,9,25.33,8.09,38.0,41.45,51.25
India,All Time,DR Sams,216,326,9,85,10,36.0,9.06,24.0,39.35,36.22
India,All Time,DR Smith,419,643,23,132,35,69.83,9.21,18.22,31.5,27.96
India,All Time,DS Kulkarni,1547,2190,83,638,80,257.83,8.49,18.64,41.24,26.39
India,All Time,DS Rathi,312,435,14,95,13,52.0,8.37,22.29,30.45,31.07
India,All Time,DT Christian,813,1103,36,276,43,135.5,8.14,22.58,33.95,30.64
India,All Time,DW Steyn,1938,2256,95,913,85,323.0,6.98,20.4,47.11,23.75
India,All Time,E Malinga,160,244,14,53,7,26.67,9.15,11.43,33.12,17.43
India,All Time,F du Plessis,6,16,0,0,1,1.0,16.0,0.0,0.0,0.0
India,All Time,FA Allen,66,98,2,21,3,11.0,8.91,33.0,31.82,49.0
India,All Time,FY Fazal,12,20,1,1,2,2.0,10.0,12.0,8.33,20.0
India,All Time,Fazalhaq Farooqi,254,440,6,80,12,42.33,10.39,42.33,31.5,73.33
India,All Time,G Coetzee,255,439,15,85,13,42.5,10.33,17.0,33.33,29.27
India,All Time,GB Hogg,458,585,25,159,21,76.33,7.66,18.32,34.72,23.4
India,All Time,GC Viljoen,138,229,8,43,6,23.0,9.96,17.25,31.16,28.62
India,All Time,GD McGrath,324,366,14,153,14,54.0,6.78,23.14,47.22,26.14
India,All Time,GD Phillips,18,20,1,6,2,3.0,6.67,18.0,33.33,20.0
India,All Time,GH Vihari,42,48,1,17,6,7.0,6.86,42.0,40.48,48.0
India,All Time,GJ Maxwell,776,1067,39,263,70,129.33,8.25,19.9,33.89,27.36
India,All Time,GS Sandhu,48,86,1,9,2,8.0,10.75,48.0,18.75,86.0
India,All Time,Gagandeep Singh,84,142,3,25,4,14.0,10.14,28.0,29.76,47.33
India,All Time,Gulbadin Naib,6,12,0,1,1,1.0,12.0,0.0,16.67,0.0
India,All Time,Gurkeerat Singh,78,97,5,26,6,13.0,7.46,15.6,33.33,19.4
India,All Time,Gurnoor Brar,18,42,0,7,1,3.0,14.0,0.0,38.89,0.0
India,All Time,H Sharma,30,62,0,2,2,5.0,12.4,0.0,6.67,0.0
India,All Time,HF Gurney,162,239,7,50,8,27.0,8.85,23.14,30.86,34.14
India,All Time,HH Pandya,1610,2504,84,542,106,268.33,9.33,19.17,33.66,29.81
India,All Time,HR Shokeen,162,249,3,59,11,27.0,9.22,54.0,36.42,83.0
India,All Time,HV Patel,2164,3310,149,706,103,360.67,9.18,14.52,32.62,22.21
India,All Time,Harbhajan Singh,3038,3721,146,1114,142,506.33,7.35,20.81,36.67,25.49
India,All Time,Harmeet Singh,412,549,27,155,21,68.67,7.99,15.26,37.62,20.33
India,All Time,Harpreet Brar,661,906,34,220,38,110.17,8.22,19.44,33.28,26.65
India,All Time,Harsh Dubey,60,98,5,18,3,10.0,9.8,12.0,30.0,19.6
India,All Time,Harshit Rana,649,1047,42,247,32,108.17,9.68,15.45,38.06,24.93
India,All Time,I Malhotra,6,23,0,0,1,1.0,23.0,0.0,0.0,0.0
India,All Time,I Sharma,2095,3070,86,845,103,349.17,8.79,24.36,40.33,35.7
India,All Time,IC Pandey,372,517,15,169,20,62.0,8.34,24.8,45.43,34.47
India,All Time,IK Pathan,1717,2272,77,707,85,286.17,7.94,22.3,41.18,29.51
India,All Time,IS Sodhi,181,204,9,64,8,30.17,6.76,20.11,35.36,22.67
India,All Time,Imran Tahir,1250,1651,85,419,56,208.33,7.92,14.71,33.52,19.42
India,All Time,Iqbal Abdulla,908,1107,45,329,47,151.33,7.32,20.18,36.23,24.6
India,All Time,Ishan Kishan,1,4,0,0,1,0.17,23.53,0.0,0.0,0.0
India,All Time,J Botha,622,742,22,224,31,103.67,7.16,28.27,36.01,33.73
India,All Time,J Little,228,341,13,82,11,38.0,8.97,17.54,35.96,26.23
India,All Time,J Overton,36,84,0,9,3,6.0,14.0,0.0,25.0,0.0
India,All Time,J Suchith,420,604,20,140,21,70.0,8.63,21.0,33.33,30.2
India,All Time,J Syed Mohammad,192,286,10,47,11,32.0,8.94,19.2,24.48,28.6
India,All Time,J Theron,221,311,13,68,11,36.83,8.44,17.0,30.77,23.92
India,All Time,J Yadav,312,356,6,125,16,52.0,6.85,52.0,40.06,59.33
India,All Time,JA Morkel,1423,1992,78,524,71,237.17,8.4,18.24,36.82,25.54
India,All Time,JA Richardson,90,162,3,30,4,15.0,10.8,30.0,33.33,54.0
India,All Time,JC Archer,884,1282,41,352,38,147.33,8.7,21.56,39.82,31.27
India,All Time,JD Ryder,134,193,6,39,11,22.33,8.64,22.33,29.1,32.17
India,All Time,JD Unadkat,1980,2928,107,662,97,330.0,8.87,18.5,33.43,27.36
India,All Time,JDP Oram,144,223,7,51,7,24.0,9.29,20.57,35.42,31.86
India,All Time,JDS Neesham,36,73,0,10,3,6.0,12.17,0.0,27.78,0.0
India,All Time,JE Root,12,15,0,1,1,2.0,7.5,0.0,8.33,0.0
India,All Time,JE Taylor,117,167,6,48,5,19.5,8.56,19.5,41.03,27.83
India,All Time,JEC Franklin,151,225,9,39,15,25.17,8.94,16.78,25.83,25.0
India,All Time,JH Kallis,1382,1883,64,464,70,230.33,8.18,21.59,33.57,29.42
India,All Time,JJ Bumrah,2711,3394,152,1060,120,451.83,7.51,17.84,39.1,22.33
India,All Time,JJ van der Wath,72,134,3,29,3,12.0,11.17,24.0,40.28,44.67
India,All Time,JM Kemp,44,58,3,15,5,7.33,7.91,14.67,34.09,19.33
India,All Time,JO Holder,636,985,31,197,31,106.0,9.29,20.52,30.97,31.77
India,All Time,JP Behrendorff,366,563,22,139,17,61.0,9.23,16.64,37.98,25.59
India,All Time,JP Duminy,489,658,19,163,38,81.5,8.07,25.74,33.33,34.63
India,All Time,JP Faulkner,1162,1710,69,386,57,193.67,8.83,16.84,33.22,24.78
India,All Time,JPR Scantlebury-Searles,42,89,2,7,3,7.0,12.71,21.0,16.67,44.5
India,All Time,JR Hazlewood,578,824,43,256,26,96.33,8.55,13.44,44.29,19.16
India,All Time,JR Hopes,360,562,14,105,20,60.0,9.37,25.71,29.17,40.14
India,All Time,JW Hastings,58,66,3,31,3,9.67,6.83,19.33,53.45,22.0
India,All Time,Jalaj S Saxena,18,27,0,5,1,3.0,9.0,0.0,27.78,0.0
India,All Time,Jaskaran Singh,84,142,6,31,6,14.0,10.14,14.0,36.9,23.67
India,All Time,Joginder Sharma,214,364,11,62,11,35.67,10.2,19.45,28.97,33.09
India,All Time,K Goel,18,32,0,3,2,3.0,10.67,0.0,16.67,0.0
India,All Time,K Gowtham,528,718,20,191,32,88.0,8.16,26.4,36.17,35.9
India,All Time,K Kartikeya,240,361,9,68,14,40.0,9.02,26.67,28.33,40.11
India,All Time,K Khejroliya,139,250,6,36,8,23.17,10.79,23.17,25.9,41.67
India,All Time,K Rabada,1292,1960,83,491,58,215.33,9.1,15.57,38.0,23.61
India,All Time,K Santokie,48,91,3,15,2,8.0,11.38,16.0,31.25,30.33
India,All Time,K Upadhyay,54,81,0,20,3,9.0,9.0,0.0,37.04,0.0
India,All Time,K Yadav,42,68,2,9,2,7.0,9.71,21.0,21.43,34.0
India,All Time,KA Jamieson,216,343,13,87,10,36.0,9.53,16.62,40.28,26.38
India,All Time,KA Maharaj,36,39,2,11,2,6.0,6.5,18.0,30.56,19.5
India,All Time,KA Pollard,1266,1870,75,350,87,211.0,8.86,16.88,27.65,24.93
India,All Time,KAJ Roach,48,80,0,20,2,8.0,10.0,0.0,41.67,0.0
India,All Time,KC Cariappa,216,349,8,61,11,36.0,9.69,27.0,28.24,43.62
India,All Time,KH Pandya,1994,2488,89,635,109,332.33,7.49,22.4,31.85,27.96
India,All Time,KJ Abbott,96,182,2,28,5,16.0,11.38,48.0,29.17,91.0
India,All Time,KK Ahmed,1312,2000,81,553,60,218.67,9.15,16.2,42.15,24.69
India,All Time,KK Cooper,576,789,36,184,25,96.0,8.22,16.0,31.94,21.92
India,All Time,KL Nagarkoti,24,54,0,6,2,4.0,13.5,0.0,25.0,0.0
India,All Time,KM Asif,120,214,6,44,6,20.0,10.7,20.0,36.67,35.67
India,All Time,KMA Paul,163,239,10,52,8,27.17,8.8,16.3,31.9,23.9
India,All Time,KMDN Kulasekara,102,122,6,45,5,17.0,7.18,17.0,44.12,20.33
India,All Time,KP Appanna,144,200,9,50,8,24.0,8.33,16.0,34.72,22.22
India,All Time,KP Pietersen,96,130,4,28,9,16.0,8.12,24.0,29.17,32.5
India,All Time,KR Mayers,42,59,0,14,6,7.0,8.43,0.0,33.33,0.0
India,All Time,KR Sen,202,333,13,72,10,33.67,9.89,15.54,35.64,25.62
India,All Time,KS Williamson,6,7,0,2,1,1.0,7.0,0.0,33.33,0.0
India,All Time,KT Maphaka,66,148,2,22,4,11.0,13.45,33.0,33.33,74.0
India,All Time,KV Sharma,1363,1956,82,444,77,227.17,8.61,16.62,32.58,23.85
India,All Time,KW Richardson,245,381,14,94,11,40.83,9.33,17.5,38.37,27.21
India,All Time,Kamran Khan,54,100,4,23,4,9.0,11.11,13.5,42.59,25.0
India,All Time,Karanveer Singh,204,323,14,64,9,34.0,9.5,14.57,31.37,23.07
India,All Time,Karim Janat,6,30,0,0,1,1.0,30.0,0.0,0.0,0.0
India,All Time,Kartik Tyagi,133,255,3,47,7,22.17,11.5,44.33,35.34,85.0
India,All Time,Kuldeep Yadav,1938,2633,103,594,89,323.0,8.15,18.82,30.65,25.56
India,All Time,L Ablish,42,76,5,10,3,7.0,10.86,8.4,23.81,15.2
India,All Time,L Balaji,1174,1620,63,424,55,195.67,8.28,18.63,36.12,25.71
India,All Time,L Ngidi,276,372,22,111,12,46.0,8.09,12.55,40.22,16.91
India,All Time,L Wood,36,94,1,8,2,6.0,15.67,36.0,22.22,94.0
India,All Time,LB Williams,36,74,1,12,2,6.0,12.33,36.0,33.33,74.0
India,All Time,LE Plunkett,150,228,4,39,7,25.0,9.12,37.5,26.0,57.0
India,All Time,LH Ferguson,682,1116,38,234,34,113.67,9.82,17.95,34.31,29.37
India,All Time,LI Meriwala,18,32,1,6,1,3.0,10.67,18.0,33.33,32.0
India,All Time,LJ Wright,71,125,2,14,6,11.83,10.57,35.5,19.72,62.5
India,All Time,LMP Simmons,18,34,1,2,1,3.0,11.33,18.0,11.11,34.0
India,All Time,LPC Silva,6,21,0,0,1,1.0,21.0,0.0,0.0,0.0
India,All Time,LR Shukla,212,330,12,62,20,35.33,9.34,17.67,29.25,27.5
India,All Time,LRPL Taylor,6,11,0,0,1,1.0,11.0,0.0,0.0,0.0
India,All Time,LS Livingstone,273,429,9,68,25,45.5,9.43,30.33,24.91,47.67
India,All Time,Lalit Yadav,264,389,10,73,17,44.0,8.84,26.4,27.65,38.9
India,All Time,M Ashwin,657,907,24,205,34,109.5,8.28,27.38,31.2,37.79
India,All Time,M Jansen,733,1180,38,281,35,122.17,9.66,19.29,38.34,31.05
India,All Time,M Kartik,921,1160,33,300,44,153.5,7.56,27.91,32.57,35.15
India,All Time,M Manhas,42,42,0,15,3,7.0,6.0,0.0,35.71,0.0
India,All Time,M Markande,702,1055,37,206,36,117.0,9.02,18.97,29.34,28.51
India,All Time,M Morkel,1467,1938,81,629,63,244.5,7.93,18.11,42.88,23.93
India,All Time,M Muralitharan,1216,1473,51,454,53,202.67,7.27,23.84,37.34,28.88
India,All Time,M Ntini,210,257,8,99,9,35.0,7.34,26.25,47.14,32.12
India,All Time,M Pathirana,702,1047,53,236,32,117.0,8.95,13.25,33.62,19.75
India,All Time,M Prasidh Krishna,1262,1866,69,515,55,210.33,8.87,18.29,40.81,27.04
India,All Time,M Shahrukh Khan,18,29,1,4,3,3.0,9.67,18.0,22.22,29.0
India,All Time,M Siddharth,96,140,3,33,5,16.0,8.75,32.0,34.38,46.67
India,All Time,M Theekshana,828,1161,34,244,36,138.0,8.41,24.35,29.47,34.15
India,All Time,M Tiwari,6,14,0,0,1,1.0,14.0,0.0,0.0,0.0
India,All Time,M Vijay,30,36,0,6,3,5.0,7.2,0.0,20.0,0.0
India,All Time,M de Lange,108,171,6,39,5,18.0,9.5,18.0,36.11,28.5
India,All Time,MA Khote,30,52,2,5,2,5.0,10.4,15.0,16.67,26.0
India,All Time,MA Starc,944,1453,70,359,46,157.33,9.24,13.49,38.03,20.76
India,All Time,MA Wood,120,192,11,47,5,20.0,9.6,10.91,39.17,17.45
India,All Time,MB Parmar,18,33,0,4,1,3.0,11.0,0.0,22.22,0.0
India,All Time,MC Henriques,847,1172,41,270,54,141.17,8.3,20.66,31.88,28.59
India,All Time,MF Maharoof,360,465,29,138,17,60.0,7.75,12.41,38.33,16.03
India,All Time,MG Bracewell,66,95,6,26,5,11.0,8.64,11.0,39.39,15.83
India,All Time,MG Johnson,1119,1593,59,483,50,186.5,8.54,18.97,43.16,27.0
India,All Time,MG Neser,24,62,0,5,1,4.0,15.5,0.0,20.83,0.0
India,All Time,MJ Clarke,66,72,3,22,5,11.0,6.55,22.0,33.33,24.0
India,All Time,MJ Henry,102,183,3,31,6,17.0,10.76,34.0,30.39,61.0
India,All Time,MJ McClenaghan,1274,1839,75,507,56,212.33,8.66,16.99,39.8,24.52
India,All Time,MJ Santner,537,665,22,187,27,89.5,7.43,24.41,34.82,30.23
India,All Time,MJ Suthar,12,26,0,4,1,2.0,13.0,0.0,33.33,0.0
India,All Time,MK Lomror,48,80,1,9,7,8.0,10.0,48.0,18.75,80.0
India,All Time,MK Tiwary,36,72,1,9,5,6.0,12.0,36.0,25.0,72.0
India,All Time,MM Ali,720,894,40,248,48,120.0,7.45,18.0,34.44,22.35
India,All Time,MM Patel,1146,1488,64,482,52,191.0,7.79,17.91,42.06,23.25
India,All Time,MM Sharma,2284,3385,139,771,113,380.67,8.89,16.43,33.76,24.35
India,All Time,MN Samuels,214,285,10,79,11,35.67,7.99,21.4,36.92,28.5
India,All Time,MP Stoinis,691,1158,30,189,56,115.17,10.05,23.03,27.35,38.6
India,All Time,MP Yadav,121,188,10,57,6,20.17,9.32,12.1,47.11,18.8
India,All Time,MR Marsh,520,738,34,172,31,86.67,8.52,15.29,33.08,21.71
India,All Time,MS Gony,786,1144,34,312,37,131.0,8.73,23.12,39.69,33.65
India,All Time,MW Short,24,25,0,11,3,4.0,6.25,0.0,45.83,0.0
India,All Time,Mandeep Singh,12,26,0,1,2,2.0,13.0,0.0,8.33,0.0
India,All Time,Mayank Dagar,137,205,2,43,8,22.83,8.98,68.5,31.39,102.5
India,All Time,Mohammad Asif,192,307,9,64,8,32.0,9.59,21.33,33.33,34.11
India,All Time,Mohammad Hafeez,60,71,2,22,4,10.0,7.1,30.0,36.67,35.5
India,All Time,Mohammad Nabi,375,470,15,139,21,62.5,7.52,25.0,37.07,31.33
India,All Time,Mohammed Shami,1972,2942,106,765,92,328.67,8.95,18.6,38.79,27.75
India,All Time,Mohammed Siraj,1957,2987,95,799,90,326.17,9.16,20.6,40.83,31.44
India,All Time,Mohit Rathee,12,29,0,3,1,2.0,14.5,0.0,25.0,0.0
India,All Time,Mohsin Khan,462,678,24,193,22,77.0,8.81,19.25,41.77,28.25
India,All Time,Mujeeb Ur Rahman,398,543,21,139,18,66.33,8.19,18.95,34.92,25.86
India,All Time,Mukesh Choudhary,279,482,12,109,14,46.5,10.37,23.25,39.07,40.17
India,All Time,Mukesh Kumar,636,1118,45,209,32,106.0,10.55,14.13,32.86,24.84
India,All Time,Mustafizur Rahman,1215,1658,68,441,53,202.5,8.19,17.87,36.3,24.38
India,All Time,N Burger,102,152,7,46,5,17.0,8.94,14.57,45.1,21.71
India,All Time,N Rana,162,227,10,53,21,27.0,8.41,16.2,32.72,22.7
India,All Time,N Thushara,180,289,9,58,8,30.0,9.63,20.0,32.22,32.11
India,All Time,N Wadhera,17,22,0,3,2,2.83,7.77,0.0,17.65,0.0
India,All Time,NA Saini,12,35,0,2,1,2.0,17.5,0.0,16.67,0.0
India,All Time,NB Singh,24,18,1,13,2,4.0,4.5,24.0,54.17,18.0
India,All Time,ND Doshi,56,79,2,24,4,9.33,8.47,28.0,42.86,39.5
India,All Time,NJ Rimmington,18,20,0,9,1,3.0,6.67,0.0,50.0,0.0
India,All Time,NL McCullum,30,35,0,10,2,5.0,7.0,0.0,33.33,0.0
India,All Time,NLTC Perera,698,1031,37,227,36,116.33,8.86,18.86,32.52,27.86
India,All Time,NM Coulter-Nile,581,797,37,245,26,96.83,8.23,15.7,42.17,21.54
India,All Time,NT Ellis,312,462,19,94,14,52.0,8.88,16.42,30.13,24.32
India,All Time,Naman Dhir,46,67,1,10,4,7.67,8.74,46.0,21.74,67.0
India,All Time,Navdeep Saini,360,550,18,154,17,60.0,9.17,20.0,42.78,30.56
India,All Time,Naveen-ul-Haq,387,602,26,133,17,64.5,9.33,14.88,34.37,23.15
India,All Time,Nithish Kumar Reddy,139,255,8,38,12,23.17,11.01,17.38,27.34,31.88
India,All Time,Noor Ahmad,792,1088,48,273,37,132.0,8.24,16.5,34.47,22.67
India,All Time,O Thomas,60,85,5,17,4,10.0,8.5,12.0,28.33,17.0
India,All Time,OC McCoy,161,255,11,49,8,26.83,9.5,14.64,30.43,23.18
India,All Time,OF Smith,90,179,7,35,6,15.0,11.93,12.86,38.89,25.57
India,All Time,P Amarnath,132,241,7,29,6,22.0,10.95,18.86,21.97,34.43
India,All Time,P Awana,705,971,40,279,31,117.5,8.26,17.62,39.57,24.28
India,All Time,P Dubey,30,40,2,11,2,5.0,8.0,15.0,36.67,20.0
India,All Time,P Kumar,2226,2941,86,954,106,371.0,7.93,25.88,42.86,34.2
India,All Time,P Negi,698,917,38,232,41,116.33,7.88,18.37,33.24,24.13
India,All Time,P Parameswaran,154,226,9,64,8,25.67,8.8,17.11,41.56,25.11
India,All Time,P Prasanth,6,18,0,3,1,1.0,18.0,0.0,50.0,0.0
India,All Time,P Ray Barman,24,56,0,2,1,4.0,14.0,0.0,8.33,0.0
India,All Time,P Sahu,105,152,3,24,5,17.5,8.69,35.0,22.86,50.67
India,All Time,P Suyal,96,154,2,36,5,16.0,9.62,48.0,37.5,77.0
India,All Time,PC Valthaty,151,207,7,44,10,25.17,8.22,21.57,29.14,29.57
India,All Time,PD Collingwood,89,101,5,24,6,14.83,6.81,17.8,26.97,20.2
India,All Time,PH Solanki,36,39,2,11,2,6.0,6.5,18.0,30.56,19.5
India,All Time,PHKD Mendis,42,60,2,11,4,7.0,8.57,21.0,26.19,30.0
India,All Time,PJ Cummins,1281,1986,66,435,57,213.5,9.3,19.41,33.96,30.09
India,All Time,PJ Sangwan,564,870,26,203,28,94.0,9.26,21.69,35.99,33.46
India,All Time,PM Sarvesh Kumar,30,42,1,11,2,5.0,8.4,30.0,36.67,42.0
India,All Time,PP Chawla,3356,4543,176,1145,165,559.33,8.12,19.07,34.12,25.81
India,All Time,PP Ojha,1464,1873,77,527,70,244.0,7.68,19.01,36.0,24.32
India,All Time,PV Tambe,540,736,21,157,28,90.0,8.18,25.71,29.07,35.05
India,All Time,PVD Chameera,384,640,15,146,19,64.0,10.0,25.6,38.02,42.67
India,All Time,PVSN Raju,24,54,2,3,2,4.0,13.5,12.0,12.5,27.0
India,All Time,PWA Mulder,6,16,0,1,1,1.0,16.0,0.0,16.67,0.0
India,All Time,PWH de Silva,762,1074,47,253,35,127.0,8.46,16.21,33.2,22.85
India,All Time,Pankaj Singh,258,407,9,99,14,43.0,9.47,28.67,38.37,45.22
India,All Time,Parvez Rasool,198,273,4,60,11,33.0,8.27,49.5,30.3,68.25
India,All Time,Prince Yadav,137,226,5,42,6,22.83,9.9,27.4,30.66,45.2
India,All Time,R Ashwin,4071,4966,175,1389,186,678.5,7.32,23.26,34.12,28.38
India,All Time,R Bhatia,1410,1796,64,366,79,235.0,7.64,22.03,25.96,28.06
India,All Time,R Dhawan,546,791,21,172,30,91.0,8.69,26.0,31.5,37.67
India,All Time,R Goyal,24,34,0,6,1,4.0,8.5,0.0,25.0,0.0
India,All Time,R McLaren,354,558,14,116,18,59.0,9.46,25.29,32.77,39.86
India,All Time,R Ninan,36,65,3,8,2,6.0,10.83,12.0,22.22,21.67
India,All Time,R Parag,276,431,9,62,26,46.0,9.37,30.67,22.46,47.89
India,All Time,R Powell,18,35,1,4,2,3.0,11.67,18.0,22.22,35.0
India,All Time,R Rampaul,244,303,16,117,12,40.67,7.45,15.25,47.95,18.94
India,All Time,R Ravindra,12,7,0,5,2,2.0,3.5,0.0,41.67,0.0
India,All Time,R Sai Kishore,417,613,30,124,24,69.5,8.82,13.9,29.74,20.43
India,All Time,R Sanjay Yadav,12,23,0,6,1,2.0,11.5,0.0,50.0,0.0
India,All Time,R Sathish,139,233,6,30,14,23.17,10.06,23.17,21.58,38.83
India,All Time,R Sharma,910,1067,41,329,43,151.67,7.04,22.2,36.15,26.02
India,All Time,R Shepherd,204,407,11,60,14,34.0,11.97,18.55,29.41,37.0
India,All Time,R Shukla,120,217,7,38,7,20.0,10.85,17.14,31.67,31.0
India,All Time,R Tewatia,465,645,19,148,32,77.5,8.32,24.47,31.83,33.95
India,All Time,R Vinay Kumar,1849,2657,112,672,90,308.17,8.62,16.51,36.34,23.72
India,All Time,RA Jadeja,3436,4420,154,1117,187,572.67,7.72,22.31,32.51,28.7
India,All Time,RA Tripathi,6,12,0,0,1,1.0,12.0,0.0,0.0,0.0
India,All Time,RD Chahar,1229,1589,58,426,57,204.83,7.76,21.19,34.66,27.4
India,All Time,RE van der Merwe,239,252,16,95,11,39.83,6.33,14.94,39.75,15.75
India,All Time,RG More,35,63,1,4,2,5.83,10.81,35.0,11.43,63.0
India,All Time,RG Sharma,188,275,3,46,18,31.33,8.78,62.67,24.47,91.67
India,All Time,RJ Gleeson,47,72,1,19,2,7.83,9.2,47.0,40.43,72.0
India,All Time,RJ Harris,646,850,41,280,29,107.67,7.89,15.76,43.34,20.73
India,All Time,RJ Peterson,48,70,3,21,4,8.0,8.75,16.0,43.75,23.33
India,All Time,RJW Topley,120,222,5,44,6,20.0,11.1,24.0,36.67,44.4
India,All Time,RN ten Doeschate,78,94,3,22,10,13.0,7.23,26.0,28.21,31.33
India,All Time,RP Meredith,322,536,18,115,15,53.67,9.99,17.89,35.71,29.78
India,All Time,RP Singh,1417,1987,74,575,66,236.17,8.41,19.15,40.58,26.85
India,All Time,RR Bhatkal,12,35,0,0,1,2.0,17.5,0.0,0.0,0.0
India,All Time,RR Powar,300,400,9,117,18,50.0,8.0,33.33,39.0,44.44
India,All Time,RR Raje,98,142,6,28,6,16.33,8.7,16.33,28.57,23.67
India,All Time,RS Bopara,198,296,13,58,12,33.0,8.97,15.23,29.29,22.77
India,All Time,RS Gavaskar,6,8,0,2,1,1.0,8.0,0.0,33.33,0.0
India,All Time,RS Hangargekar,36,60,3,14,2,6.0,10.0,12.0,38.89,20.0
India,All Time,RV Gomez,96,130,6,37,9,16.0,8.12,16.0,38.54,21.67
India,All Time,RW Price,18,33,0,1,1,3.0,11.0,0.0,5.56,0.0
India,All Time,Ramandeep Singh,40,64,6,12,4,6.67,9.6,6.67,30.0,10.67
India,All Time,Rashid Khan,2574,3226,135,896,112,429.0,7.52,19.07,34.81,23.9
India,All Time,Rasikh Salam,231,412,10,69,13,38.5,10.7,23.1,29.87,41.2
India,All Time,Ravi Bishnoi,1183,1712,54,387,56,197.17,8.68,21.91,32.71,31.7
India,All Time,S Aravind,760,1057,48,290,38,126.67,8.34,15.83,38.16,22.02
India,All Time,S Badree,258,329,11,109,12,43.0,7.65,23.45,42.25,29.91
India,All Time,S Dhawan,48,72,4,17,6,8.0,9.0,12.0,35.42,18.0
India,All Time,S Dube,58,130,1,10,9,9.67,13.44,58.0,17.24,130.0
India,All Time,S Gopal,685,920,43,231,36,114.17,8.06,15.93,33.72,21.4
India,All Time,S Joseph,24,51,0,9,1,4.0,12.75,0.0,37.5,0.0
India,All Time,S Kaul,1075,1549,57,337,49,179.17,8.65,18.86,31.35,27.18
India,All Time,S Kaushik,204,304,6,68,10,34.0,8.94,34.0,33.33,50.67
India,All Time,S Ladda,138,225,5,48,9,23.0,9.78,27.6,34.78,45.0
India,All Time,S Lamichhane,210,297,14,75,9,35.0,8.49,15.0,35.71,21.21
India,All Time,S Midhun,12,29,0,3,1,2.0,14.5,0.0,25.0,0.0
India,All Time,S Nadeem,1183,1488,44,391,58,197.17,7.55,26.89,33.05,33.82
India,All Time,S Narwal,106,203,6,37,6,17.67,11.49,17.67,34.91,33.83
India,All Time,S Rana,16,18,0,5,3,2.67,6.74,0.0,31.25,0.0
India,All Time,S Randiv,174,223,8,60,8,29.0,7.69,21.75,34.48,27.88
India,All Time,S Sandeep Warrier,138,208,8,58,8,23.0,9.04,17.25,42.03,26.0
India,All Time,S Sreesanth,742,1025,37,337,37,123.67,8.29,20.05,45.42,27.7
India,All Time,S Sriram,18,49,0,2,2,3.0,16.33,0.0,11.11,0.0
India,All Time,S Tyagi,95,161,1,34,6,15.83,10.17,95.0,35.79,161.0
India,All Time,S Vidyut,12,22,1,5,1,2.0,11.0,12.0,41.67,22.0
India,All Time,SA Abbott,54,104,1,13,3,9.0,11.56,54.0,24.07,104.0
India,All Time,SA Yadav,6,8,0,2,1,1.0,8.0,0.0,33.33,0.0
India,All Time,SB Bangar,150,221,6,55,9,25.0,8.84,25.0,36.67,36.83
India,All Time,SB Jakati,911,1249,37,276,49,151.83,8.23,24.62,30.3,33.76
India,All Time,SB Joshi,55,82,1,18,4,9.17,8.94,55.0,32.73,82.0
India,All Time,SB Styris,168,214,4,62,9,28.0,7.64,42.0,36.9,53.5
