match_id,season_id_x,team_batting,team_bowling,match_winner,result,win_by_runs,win_by_wickets,toss_winner,toss_decision,venue,city
733975,2014,252,134,134.0,win,,7.0,134.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
733977,2014,2,1,1.0,win,,4.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
733979,2014,134,6,134.0,win,10.0,,6.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
733981,2014,252,129,129.0,win,,8.0,129.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
733983,2014,3,1,3.0,win,19.0,,1.0,field,"Wankhede Stadium, Mumbai",Mumbai
733985,2014,252,6,6.0,win,,8.0,252.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
733987,2014,494,129,494.0,win,44.0,,129.0,field,"Barabati Stadium, Cuttack",Cuttack
733989,2014,2,134,2.0,win,32.0,,134.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
733991,2014,494,1,494.0,win,32.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
733993,2014,252,2,2.0,win,,8.0,2.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
733995,2014,3,129,129.0,win,,4.0,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
733997,2014,494,6,6.0,win,,9.0,6.0,field,"Barabati Stadium, Cuttack",Cuttack
733999,2014,1,134,134.0,win,,5.0,1.0,bat,"M Chinnaswamy Stadium, Bengaluru",Bangalore
734001,2014,2,3,3.0,win,,7.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
734003,2014,134,129,129.0,win,,5.0,134.0,bat,"JSCA International Stadium Complex, Ranchi",Ranchi
734005,2014,1,252,1.0,win,16.0,,252.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
734007,2014,2,494,494.0,win,,6.0,494.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
734013,2014,1,129,1.0,win,,5.0,129.0,bat,"JSCA International Stadium Complex, Ranchi",Ranchi
734009,2014,3,6,6.0,win,,6.0,6.0,field,"Barabati Stadium, Cuttack",Cuttack
734021,2014,1,2,2.0,win,,7.0,1.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
734011,2014,134,252,134.0,win,62.0,,252.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
734015,2014,2,6,6.0,win,,7.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
734017,2014,3,134,3.0,win,25.0,,3.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
734019,2014,252,494,494.0,win,,4.0,494.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
734033,2014,494,134,494.0,win,16.0,,134.0,field,"PCA Stadium, Mohali",Chandigarh
734023,2014,129,6,6.0,win,,8.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
734025,2014,494,3,3.0,win,,7.0,3.0,field,"PCA Stadium, Mohali",Chandigarh
734027,2014,6,1,6.0,win,30.0,,1.0,field,"Eden Gardens, Kolkata",Kolkata
734029,2014,129,2,2.0,win,,6.0,2.0,field,"JSCA International Stadium Complex, Ranchi",Ranchi
734031,2014,3,252,3.0,win,15.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
734035,2014,1,129,129.0,win,,8.0,129.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
734037,2014,2,6,6.0,win,,4.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
734039,2014,252,494,494.0,win,,7.0,494.0,field,"PCA Stadium, Mohali",Chandigarh
734041,2014,134,3,3.0,win,,5.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
734043,2014,6,494,6.0,win,28.0,,494.0,field,"Eden Gardens, Kolkata",Kolkata
734045,2014,3,129,129.0,win,,7.0,129.0,field,"Brabourne Stadium, Mumbai",Mumbai
734049,2014,494,6,6.0,win,,3.0,6.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
734047,2014,494,129,494.0,win,24.0,,129.0,field,"Wankhede Stadium, Mumbai",Mumbai
829705,2015,3,6,6.0,win,,7.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
829707,2015,129,252,129.0,win,1.0,,252.0,field,"MA Chidambaram Stadium, Chennai",Chennai
829709,2015,494,134,134.0,win,26.0,,494.0,field,"MCA Stadium, Pune",Pune
829711,2015,129,2,129.0,win,45.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
829713,2015,6,1,1.0,win,,3.0,1.0,field,"Eden Gardens, Kolkata",Kolkata
829715,2015,252,134,134.0,win,,3.0,134.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
829717,2015,494,3,494.0,win,18.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
829719,2015,1,2,2.0,win,,8.0,2.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
829721,2015,3,134,134.0,win,,7.0,3.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
829723,2015,129,6,6.0,win,,7.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
829725,2015,494,252,252.0,win,,5.0,494.0,bat,"MCA Stadium, Pune",Pune
829727,2015,2,134,134.0,win,,6.0,134.0,field,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
829729,2015,3,129,129.0,win,,6.0,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
829731,2015,252,2,252.0,win,4.0,,252.0,bat,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
829733,2015,494,6,6.0,win,,4.0,6.0,field,"MCA Stadium, Pune",Pune
829735,2015,129,134,134.0,win,,8.0,129.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
829737,2015,3,1,3.0,win,18.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
829739,2015,252,6,6.0,win,,6.0,6.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
829741,2015,134,494,494.0,tie,,,494.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
829743,2015,2,6,2.0,win,16.0,,6.0,field,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
829745,2015,129,1,129.0,win,27.0,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
829747,2015,252,3,252.0,win,37.0,,3.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
829757,2015,1,252,1.0,win,,10.0,1.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
829749,2015,134,1,1.0,win,,9.0,1.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
829751,2015,3,2,3.0,win,20.0,,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
829753,2015,129,494,129.0,win,97.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
829759,2015,2,494,2.0,win,20.0,,494.0,field,"PCA Stadium, Mohali",Chandigarh
829761,2015,6,252,6.0,win,13.0,,6.0,bat,"Eden Gardens, Kolkata",Kolkata
829763,2015,1,134,134.0,no result,,,134.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
829765,2015,129,6,129.0,win,2.0,,6.0,field,"MA Chidambaram Stadium, Chennai",Chennai
829767,2015,494,252,252.0,win,,9.0,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
829769,2015,3,134,3.0,win,8.0,,134.0,field,"Wankhede Stadium, Mumbai",Mumbai
829771,2015,6,1,1.0,win,,7.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
829773,2015,2,129,2.0,win,22.0,,129.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
829781,2015,6,2,6.0,win,35.0,,2.0,field,"Eden Gardens, Kolkata",Kolkata
829775,2015,3,494,3.0,win,23.0,,3.0,bat,"PCA Stadium, Mohali",Chandigarh
829777,2015,134,252,134.0,win,14.0,,252.0,field,"Brabourne Stadium, Mumbai",Mumbai
829779,2015,129,1,129.0,win,24.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
829783,2015,252,3,3.0,win,,5.0,252.0,bat,"Wankhede Stadium, Mumbai",Mumbai
829785,2015,1,494,1.0,win,138.0,,494.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
829787,2015,2,134,2.0,win,7.0,,134.0,field,"Brabourne Stadium, Mumbai",Mumbai
829789,2015,129,3,3.0,win,,6.0,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
829791,2015,494,6,6.0,win,,1.0,494.0,bat,"Eden Gardens, Kolkata",Kolkata
829793,2015,2,252,2.0,win,6.0,,2.0,bat,"Shaheed Veer Narayan Singh International Stadium, New Raipur",Raipur
829795,2015,1,3,1.0,win,39.0,,1.0,bat,"Wankhede Stadium, Mumbai",Mumbai
829797,2015,129,134,129.0,win,12.0,,129.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
829799,2015,2,494,2.0,win,5.0,,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
829801,2015,129,252,252.0,win,,6.0,129.0,bat,"Shaheed Veer Narayan Singh International Stadium, New Raipur",Raipur
829803,2015,494,1,494.0,win,22.0,,1.0,field,"PCA Stadium, Mohali",Chandigarh
829805,2015,3,6,3.0,win,5.0,,6.0,field,"Wankhede Stadium, Mumbai",Mumbai
829807,2015,2,1,1.0,win,,6.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
829809,2015,494,129,129.0,win,,7.0,494.0,bat,"PCA Stadium, Mohali",Chandigarh
829811,2015,134,6,134.0,win,9.0,,134.0,bat,"Brabourne Stadium, Mumbai",Mumbai
829813,2015,252,1,252.0,no result,,,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
829815,2015,2,3,3.0,win,,9.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
829817,2015,3,129,3.0,win,25.0,,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
829819,2015,1,134,1.0,win,71.0,,1.0,bat,"MCA Stadium, Pune",Pune
980901,2016,4,3,4.0,win,,9.0,3.0,bat,"Wankhede Stadium, Mumbai",Mumbai
829821,2015,1,129,129.0,win,,3.0,129.0,field,"JSCA International Stadium Complex, Ranchi",Ranchi
829823,2015,3,129,3.0,win,41.0,,129.0,field,"Eden Gardens, Kolkata",Kolkata
980903,2016,252,6,6.0,win,,9.0,6.0,field,"Eden Gardens, Kolkata",Kolkata
980905,2016,494,5,5.0,win,,5.0,5.0,field,"PCA Stadium, Mohali",Chandigarh
980907,2016,1,2,1.0,win,45.0,,2.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
980909,2016,6,3,3.0,win,,6.0,3.0,field,"Eden Gardens, Kolkata",Kolkata
980913,2016,494,252,252.0,win,,8.0,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
980911,2016,4,5,5.0,win,,7.0,4.0,bat,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
980915,2016,2,6,6.0,win,,8.0,2.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
980917,2016,3,5,5.0,win,,3.0,5.0,field,"Wankhede Stadium, Mumbai",Mumbai
980925,2016,494,6,6.0,win,,6.0,6.0,field,"PCA Stadium, Mohali",Chandigarh
980919,2016,4,494,494.0,win,,6.0,4.0,bat,"PCA Stadium, Mohali",Chandigarh
980921,2016,1,252,252.0,win,,7.0,252.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
980923,2016,3,2,2.0,win,,7.0,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
980927,2016,1,3,3.0,win,,6.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
980929,2016,5,2,2.0,win,,10.0,2.0,field,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
980931,2016,1,4,1.0,win,13.0,,4.0,field,"MCA Stadium, Pune",Pune
980933,2016,252,3,252.0,win,10.0,,3.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
980935,2016,494,2,2.0,win,,5.0,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
980939,2016,4,6,6.0,win,,2.0,6.0,field,"MCA Stadium, Pune",Pune
980937,2016,1,5,5.0,win,,6.0,1.0,bat,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
980941,2016,3,494,3.0,win,25.0,,494.0,field,"PCA Stadium, Mohali",Chandigarh
980943,2016,2,4,4.0,win,34.0,,4.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
980945,2016,5,252,5.0,win,1.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
980947,2016,6,3,3.0,win,,6.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
980949,2016,4,5,5.0,win,,3.0,5.0,field,"MCA Stadium, Pune",Pune
980951,2016,6,252,252.0,win,27.0,,6.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
980953,2016,2,1,2.0,win,15.0,,1.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
980955,2016,494,5,494.0,win,23.0,,5.0,field,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
980957,2016,4,3,3.0,win,,8.0,3.0,field,"MCA Stadium, Pune",Pune
980959,2016,1,6,6.0,win,,5.0,6.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
980961,2016,5,252,252.0,win,,8.0,252.0,field,"Saurashtra Cricket Association Stadium, Rajkot",Rajkot
980963,2016,6,494,6.0,win,7.0,,494.0,field,"Eden Gardens, Kolkata",Kolkata
980971,2016,494,252,494.0,win,9.0,,252.0,field,"PCA Stadium, Mohali",Chandigarh
980965,2016,252,4,4.0,win,,7.0,4.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
980967,2016,5,2,2.0,win,,5.0,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
980969,2016,4,1,1.0,win,,7.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
980973,2016,2,3,2.0,win,85.0,,3.0,field,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
980975,2016,5,6,5.0,win,,5.0,5.0,field,"Eden Gardens, Kolkata",Kolkata
980977,2016,1,494,1.0,win,1.0,,494.0,field,"PCA Stadium, Mohali",Chandigarh
980979,2016,2,4,2.0,win,4.0,,2.0,bat,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
980989,2016,4,6,6.0,win,,8.0,4.0,bat,"Eden Gardens, Kolkata",Kolkata
980981,2016,1,3,3.0,win,,6.0,3.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
980983,2016,2,252,252.0,win,,7.0,252.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
980985,2016,3,494,494.0,win,,7.0,3.0,bat,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
980987,2016,1,5,1.0,win,144.0,,5.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
980991,2016,494,2,2.0,win,,7.0,494.0,bat,"PCA Stadium, Mohali",Chandigarh
980993,2016,3,252,3.0,win,80.0,,252.0,field,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
981003,2016,252,2,252.0,win,,6.0,252.0,field,"Shaheed Veer Narayan Singh International Stadium, New Raipur",Raipur
980995,2016,6,1,1.0,win,,9.0,1.0,field,"Eden Gardens, Kolkata",Kolkata
980997,2016,252,4,4.0,win,19.0,,4.0,field,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
980999,2016,1,494,1.0,win,82.0,,494.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
981005,2016,494,4,4.0,win,,4.0,494.0,bat,ACA-VDCA Cricket Stadium - Vizag,Visakhapatnam
981009,2016,6,2,6.0,win,22.0,,2.0,field,"Eden Gardens, Kolkata",Kolkata
981011,2016,252,1,1.0,win,,6.0,1.0,field,"Shaheed Veer Narayan Singh International Stadium, New Raipur",Raipur
981013,2016,5,1,1.0,win,,4.0,1.0,field,"M Chinnaswamy Stadium, Bengaluru",Bangalore
981015,2016,2,6,2.0,win,22.0,,6.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
981017,2016,5,2,2.0,win,,4.0,2.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1473456,2025,6,614,614.0,win,4.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata
981019,2016,2,1,2.0,win,8.0,,2.0,bat,"M Chinnaswamy Stadium, Bengaluru",Bangalore
1473454,2025,252,129,252.0,win,25.0,,252.0,bat,"MA Chidambaram Stadium, Chennai",Chennai
1473455,2025,134,494,134.0,win,50.0,,494.0,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Mohali
1473457,2025,2,615,615.0,win,,7.0,615.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1473458,2025,1,3,1.0,win,12.0,,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1473461,2025,1,252,252.0,win,,6.0,252.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1473459,2025,494,129,494.0,win,18.0,,494.0,bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Mohali
1473460,2025,615,134,615.0,win,58.0,,134.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1473462,2025,129,6,6.0,win,,8.0,6.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1473463,2025,615,614,614.0,win,,6.0,614.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow
1473465,2025,1,134,1.0,win,,9.0,1.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1473464,2025,494,2,2.0,win,,8.0,494.0,bat,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1473466,2025,3,252,3.0,win,12.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1473467,2025,614,129,129.0,win,,5.0,129.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow
1473468,2025,494,6,494.0,win,16.0,,494.0,bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Mohali
1473469,2025,252,134,134.0,tie,,,134.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1473470,2025,2,3,3.0,win,,4.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1473473,2025,134,614,614.0,win,2.0,,614.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
1473477,2025,252,614,252.0,win,,8.0,252.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow
1473471,2025,1,494,494.0,win,,5.0,494.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1473472,2025,252,615,615.0,win,,7.0,615.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1473474,2025,494,1,1.0,win,,7.0,1.0,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",Mohali
1473475,2025,129,3,3.0,win,,9.0,3.0,field,"Wankhede Stadium, Mumbai",Mumbai
1473476,2025,615,6,615.0,win,39.0,,6.0,field,"Eden Gardens, Kolkata",Kolkata
1473478,2025,2,3,3.0,win,,7.0,3.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1473479,2025,1,134,1.0,win,11.0,,134.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1473480,2025,129,2,2.0,win,,5.0,2.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1473481,2025,494,6,6.0,no result,,,494.0,bat,"Eden Gardens, Kolkata",Kolkata
1473483,2025,1,252,1.0,win,,6.0,1.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1473482,2025,3,614,3.0,win,54.0,,614.0,field,"Wankhede Stadium, Mumbai",Mumbai
1473484,2025,615,134,134.0,win,,8.0,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1473490,2025,134,6,6.0,win,1.0,,6.0,bat,"Eden Gardens, Kolkata",Kolkata
1473485,2025,6,252,6.0,win,14.0,,252.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1473486,2025,129,494,494.0,win,,4.0,494.0,field,"MA Chidambaram Stadium, Chennai",Chennai
1473487,2025,3,134,3.0,win,100.0,,134.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1473491,2025,614,494,494.0,win,37.0,,614.0,field,"HPCA Stadium, Dharamshala",Dharamsala
1473488,2025,615,2,615.0,win,38.0,,2.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1473489,2025,1,129,1.0,win,2.0,,129.0,field,"M Chinnaswamy Stadium, Bengaluru",Bengaluru
1473492,2025,252,2,2.0,no result,,,2.0,field,"Rajiv Gandhi International Stadium, Uppal",Hyderabad
1473493,2025,3,615,615.0,win,,3.0,615.0,field,"Wankhede Stadium, Mumbai",Mumbai
1473494,2025,129,6,129.0,win,,2.0,6.0,bat,"Eden Gardens, Kolkata",Kolkata
1473495,2025,494,252,252.0,no result,,,494.0,bat,"HPCA Stadium, Dharamshala",Dharamsala
1473497,2025,494,134,494.0,win,10.0,,494.0,bat,"Sawai Mansingh Stadium, Jaipur",Jaipur
1473500,2025,129,134,134.0,win,,6.0,134.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1473498,2025,252,615,615.0,win,,10.0,615.0,field,"Arun Jaitley Stadium, New, Delhi",Delhi
1473499,2025,614,2,2.0,win,,6.0,2.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow
1473502,2025,614,615,614.0,win,33.0,,615.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1473501,2025,3,252,3.0,win,59.0,,252.0,field,"Wankhede Stadium, Mumbai",Mumbai
1473503,2025,2,1,2.0,win,42.0,,1.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow
1473504,2025,129,615,129.0,win,83.0,,129.0,bat,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1473507,2025,1,614,1.0,win,,6.0,1.0,field,"Ekana Cricket Stadium, Lucknow",Lucknow
1473505,2025,2,6,2.0,win,110.0,,2.0,bat,"Arun Jaitley Stadium, New, Delhi",Delhi
1473506,2025,3,494,494.0,win,,7.0,494.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
1473508,2025,494,1,1.0,win,,8.0,1.0,field,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",New Chandigarh
1473509,2025,3,615,3.0,win,20.0,,3.0,bat,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur, New Chandigarh",New Chandigarh
1473510,2025,3,494,494.0,win,,5.0,494.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1473511,2025,1,494,1.0,win,6.0,,494.0,field,"Narendra Modi Stadium, Ahmedabad",Ahmedabad
1485779,2025,494,252,252.0,win,,6.0,252.0,field,"Sawai Mansingh Stadium, Jaipur",Jaipur
